Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
21,44,46,Red,Cotton,13,60,25,NPK
40,35,45,Red,Rice,64,25,61,MOP
27,49,40,Black,Rice,65,17,83,MOP
38,53,77,Red,Sugarcane,14,44,57,Urea
40,73,25,Black,Rice,1,51,95,Urea
20,43,27,Red,Rice,72,40,58,Compost
38,41,67,Loamy,Rice,99,47,5,DAP
31,61,47,Sandy,Wheat,76,46,88,Compost
25,87,67,Loamy,Cotton,6,49,2,NPK
35,72,24,Black,Sugarcane,92,1,62,MOP
22,46,79,Red,Wheat,58,68,94,Compost
30,32,37,Red,Rice,89,19,67,MOP
37,88,44,Sandy,Cotton,24,79,24,NPK
39,68,59,Red,Sugarcane,25,37,25,NPK
29,78,71,Black,Maize,39,70,24,NPK
37,30,51,Loamy,Rice,41,51,29,DAP
34,75,69,Sandy,Rice,59,23,32,NPK
22,65,77,Black,Cotton,72,91,31,DAP
21,59,47,Black,Cotton,21,21,86,NPK
33,37,65,Red,Wheat,87,89,39,DAP
40,49,75,Clayey,Wheat,30,13,74,NPK
29,68,79,Red,Maize,70,19,69,MOP
33,83,24,Loamy,Rice,9,42,53,Urea
38,42,69,Black,Wheat,25,64,53,Urea
27,90,26,Clayey,Rice,73,2,27,NPK
27,38,33,Sandy,Cotton,85,91,67,Compost
38,66,39,Black,Maize,24,41,74,Urea
38,79,45,Red,Maize,12,62,81,Urea
30,57,26,Red,Cotton,3,38,42,NPK
25,56,38,Black,Wheat,73,90,78,Compost
35,65,41,Red,Wheat,21,81,16,NPK
35,55,37,Red,Rice,35,43,36,NPK
26,71,24,Clayey,Wheat,68,95,14,DAP
39,75,71,Red,Sugarcane,25,66,9,NPK
20,85,32,Red,Wheat,81,25,41,MOP
23,52,64,Red,Wheat,68,60,83,Compost
23,36,47,Black,Cotton,38,41,65,Urea
21,70,42,Clayey,Maize,98,74,87,Compost
22,39,37,Sandy,Wheat,58,76,41,Compost
31,81,32,Clayey,Sugarcane,66,96,56,Compost
26,90,54,Sandy,Rice,71,96,9,DAP
32,74,65,Sandy,Wheat,80,76,79,Compost
34,51,24,Loamy,Wheat,84,31,32,NPK
39,39,49,Clayey,Sugarcane,11,48,78,Urea
24,47,51,Red,Sugarcane,60,75,36,DAP
31,34,73,Clayey,Maize,24,60,16,NPK
30,87,27,Loamy,Cotton,28,91,4,NPK
23,74,35,Sandy,Rice,94,35,30,NPK
33,60,21,Black,Sugarcane,25,64,49,Urea
30,55,49,Loamy,Cotton,60,72,99,Compost
28,89,71,Sandy,Maize,67,32,52,MOP
37,32,76,Loamy,Wheat,8,53,43,Urea
30,45,54,Clayey,Cotton,32,95,15,NPK
23,63,35,Clayey,Maize,61,13,86,MOP
29,40,41,Clayey,Cotton,54,75,45,Compost
27,52,34,Loamy,Rice,59,84,7,DAP
30,38,60,Loamy,Maize,69,17,20,NPK
34,35,47,Sandy,Maize,14,26,24,NPK
20,68,72,Sandy,Rice,42,56,50,Compost
38,54,32,Clayey,Maize,82,44,54,Compost
32,37,36,Red,Cotton,95,91,37,DAP
24,70,20,Loamy,Sugarcane,84,100,3,DAP
27,64,73,Clayey,Sugarcane,79,33,84,MOP
40,77,76,Red,Maize,21,27,37,NPK
22,33,70,Sandy,Rice,28,67,87,Urea
38,86,64,Loamy,Cotton,7,65,1,NPK
35,34,74,Red,Maize,30,68,77,Urea
20,37,53,Sandy,Rice,17,45,72,Urea
25,61,46,Sandy,Maize,75,52,51,Compost
29,65,28,Sandy,Sugarcane,68,16,6,NPK
24,33,67,Sandy,Wheat,21,66,10,NPK
37,52,50,Clayey,Maize,59,66,69,Compost
33,50,26,Sandy,Sugarcane,99,99,50,Compost
25,61,54,Loamy,Rice,59,14,48,MOP
36,66,27,Clayey,Maize,63,84,71,Compost
32,77,54,Sandy,Wheat,10,75,43,Urea
22,84,63,Loamy,Sugarcane,98,87,10,DAP
40,52,49,Black,Wheat,2,87,5,NPK
39,35,33,Black,Maize,98,88,15,DAP
25,75,70,Loamy,Maize,16,93,24,NPK
28,43,24,Clayey,Rice,55,85,2,DAP
22,39,75,Clayey,Rice,22,48,5,NPK
30,40,44,Clayey,Sugarcane,83,98,24,DAP
25,85,79,Clayey,Sugarcane,49,28,80,MOP
26,38,44,Loamy,Maize,86,0,97,MOP
35,86,66,Red,Rice,81,55,73,Compost
39,37,46,Red,Cotton,42,33,87,MOP
27,90,21,Loamy,Rice,18,47,58,Urea
26,87,56,Loamy,Sugarcane,0,9,21,NPK
35,56,58,Red,Rice,58,27,51,MOP
25,88,70,Black,Wheat,75,86,15,DAP
32,73,73,Loamy,Cotton,1,32,92,NPK
36,76,59,Loamy,Cotton,7,26,92,NPK
40,47,46,Black,Sugarcane,82,94,97,Compost
37,38,35,Black,Sugarcane,39,78,50,Urea
27,78,58,Sandy,Cotton,87,26,27,NPK
25,80,43,Black,Sugarcane,80,99,98,Compost
31,35,28,Clayey,Sugarcane,53,52,78,Compost
30,55,23,Sandy,Maize,100,71,26,DAP
25,40,51,Black,Cotton,31,62,55,Urea
22,42,31,Sandy,Rice,24,35,68,NPK
35,75,43,Black,Maize,25,51,47,Urea
40,85,68,Loamy,Rice,37,63,54,Urea
28,72,40,Clayey,Cotton,23,89,13,NPK
32,78,70,Red,Sugarcane,67,12,30,NPK
20,35,69,Black,Cotton,27,100,11,NPK
26,55,59,Red,Maize,52,39,28,NPK
22,76,75,Loamy,Maize,92,9,71,MOP
34,40,36,Clayey,Cotton,85,36,87,MOP
23,77,21,Black,Sugarcane,34,1,100,NPK
36,77,73,Red,Wheat,63,91,26,DAP
29,48,74,Clayey,Cotton,96,35,32,NPK
38,55,32,Black,Sugarcane,98,84,42,Compost
26,33,37,Red,Rice,7,59,79,Urea
29,41,74,Loamy,Sugarcane,60,26,8,NPK
31,67,50,Black,Sugarcane,46,48,96,Compost
39,49,73,Black,Cotton,54,99,73,Compost
26,34,50,Black,Maize,3,16,54,NPK
20,86,36,Clayey,Maize,67,64,91,Compost
40,36,45,Clayey,Maize,29,54,17,NPK
25,35,22,Clayey,Rice,68,99,15,DAP
27,83,67,Black,Maize,42,82,46,Compost
33,57,78,Sandy,Sugarcane,52,28,100,MOP
40,70,38,Sandy,Rice,57,74,61,Compost
20,90,29,Clayey,Maize,15,9,53,NPK
21,75,62,Loamy,Maize,50,55,20,DAP
34,46,73,Loamy,Cotton,62,46,42,Compost
27,83,63,Sandy,Cotton,92,83,52,Compost
24,51,40,Black,Sugarcane,82,93,85,Compost
22,37,38,Black,Rice,97,42,51,Compost
24,62,43,Sandy,Maize,50,80,72,Compost
34,88,27,Red,Sugarcane,71,19,87,MOP
32,73,31,Red,Cotton,41,54,50,Compost
30,88,49,Sandy,Sugarcane,14,15,71,NPK
38,68,59,Sandy,Sugarcane,26,26,43,NPK
31,48,37,Sandy,Cotton,100,64,91,Compost
21,82,22,Red,Cotton,99,91,74,Compost
39,47,58,Red,Rice,37,18,34,NPK
25,31,39,Sandy,Wheat,42,96,89,Compost
22,62,34,Clayey,Sugarcane,18,80,89,Urea
27,71,30,Sandy,Sugarcane,47,47,2,DAP
29,49,43,Red,Maize,25,71,74,Urea
24,90,62,Loamy,Rice,10,0,16,NPK
38,83,71,Red,Cotton,95,63,60,Compost
21,49,76,Clayey,Rice,99,3,31,NPK
30,82,75,Black,Wheat,66,97,68,Compost
35,33,32,Black,Wheat,76,2,59,MOP
31,90,35,Black,Maize,92,20,93,MOP
28,76,21,Loamy,Maize,26,42,1,NPK
36,90,65,Loamy,Maize,2,87,95,Urea
24,66,77,Black,Rice,10,8,10,NPK
28,50,51,Loamy,Sugarcane,68,83,69,Compost
36,78,77,Sandy,Sugarcane,2,73,4,NPK
39,67,31,Sandy,Cotton,57,36,67,MOP
30,49,77,Red,Sugarcane,1,82,51,Urea
25,84,42,Clayey,Cotton,92,57,59,Compost
20,55,40,Clayey,Sugarcane,20,21,70,NPK
38,75,24,Red,Rice,21,85,5,NPK
24,67,25,Black,Maize,51,35,42,MOP
33,36,63,Black,Rice,16,65,8,NPK
20,79,73,Sandy,Wheat,91,12,69,MOP
27,43,32,Red,Maize,58,53,45,Compost
29,55,50,Black,Wheat,37,94,27,NPK
34,39,62,Sandy,Wheat,71,96,17,DAP
29,51,23,Sandy,Rice,93,9,55,MOP
39,62,54,Black,Maize,62,73,98,Compost
29,76,20,Red,Maize,96,67,90,Compost
33,89,36,Sandy,Wheat,9,52,83,Urea
28,42,65,Black,Maize,40,99,83,Compost
32,39,35,Clayey,Maize,97,2,56,MOP
38,70,58,Black,Rice,64,81,34,DAP
23,55,72,Clayey,Rice,76,52,76,Compost
33,74,50,Loamy,Maize,98,16,84,MOP
37,72,58,Loamy,Cotton,26,3,76,NPK
39,48,59,Clayey,Sugarcane,74,83,18,DAP
31,90,39,Loamy,Wheat,68,94,43,Compost
28,82,46,Red,Cotton,18,39,66,NPK
29,85,68,Red,Maize,22,71,83,Urea
29,69,36,Black,Maize,22,9,28,NPK
32,85,59,Red,Sugarcane,8,43,9,NPK
32,89,26,Sandy,Rice,22,75,41,Urea
33,61,42,Black,Wheat,66,46,67,Compost
38,56,58,Clayey,Maize,98,90,69,Compost
31,51,34,Black,Sugarcane,78,6,11,NPK
38,63,69,Clayey,Wheat,57,29,57,MOP
22,44,78,Black,Maize,67,88,69,Compost
25,48,42,Sandy,Cotton,45,80,85,Compost
29,50,40,Clayey,Cotton,21,54,7,NPK
37,43,60,Black,Sugarcane,66,63,79,Compost
25,62,29,Sandy,Sugarcane,92,64,67,Compost
20,31,77,Black,Maize,67,55,62,Compost
26,30,73,Sandy,Maize,2,57,72,Urea
35,75,24,Loamy,Rice,93,45,13,DAP
38,73,67,Clayey,Wheat,44,45,26,DAP
33,83,65,Loamy,Sugarcane,97,17,99,MOP
34,58,33,Loamy,Sugarcane,12,74,11,NPK
36,52,73,Red,Wheat,24,69,2,NPK
21,40,34,Clayey,Rice,92,93,20,DAP
30,80,32,Red,Maize,34,68,70,Urea
22,34,52,Red,Rice,79,60,23,DAP
23,57,72,Clayey,Rice,60,79,86,Compost
28,56,65,Loamy,Sugarcane,33,58,84,Urea
28,44,33,Clayey,Wheat,70,63,25,DAP
28,46,23,Red,Sugarcane,97,31,64,MOP
30,78,45,Red,Wheat,26,46,62,Urea
26,75,39,Loamy,Wheat,38,49,60,Urea
28,74,72,Black,Maize,93,7,100,MOP
33,75,21,Sandy,Sugarcane,18,48,58,Urea
21,83,50,Sandy,Cotton,55,70,34,DAP
22,55,40,Black,Wheat,64,75,94,Compost
36,66,66,Loamy,Wheat,45,61,39,DAP
21,32,21,Red,Sugarcane,61,54,10,DAP
22,32,64,Loamy,Wheat,32,16,33,NPK
20,82,54,Black,Sugarcane,55,56,30,DAP
24,56,72,Sandy,Rice,52,68,23,DAP
33,40,70,Black,Cotton,36,86,49,Urea
30,73,24,Red,Rice,36,83,91,Urea
40,65,38,Red,Cotton,43,13,98,MOP
29,73,52,Loamy,Maize,88,14,6,NPK
35,65,26,Red,Maize,65,36,18,NPK
32,36,71,Sandy,Maize,32,10,49,NPK
38,47,24,Loamy,Maize,27,32,89,NPK
33,75,77,Red,Cotton,37,100,85,Urea
21,57,48,Sandy,Cotton,89,57,59,Compost
28,84,53,Clayey,Maize,70,3,71,MOP
22,78,23,Clayey,Cotton,46,72,43,Compost
20,69,23,Sandy,Sugarcane,11,0,23,NPK
23,68,73,Red,Cotton,74,65,96,Compost
23,33,42,Sandy,Rice,17,2,15,NPK
35,88,56,Red,Cotton,84,66,49,Compost
26,70,51,Loamy,Rice,59,18,65,MOP
26,44,30,Loamy,Wheat,69,18,47,MOP
28,51,51,Clayey,Rice,72,26,66,MOP
38,48,77,Black,Cotton,89,17,39,NPK
38,50,25,Red,Sugarcane,50,41,46,Compost
30,44,50,Black,Rice,31,35,76,NPK
25,42,71,Loamy,Rice,46,64,61,Compost
34,39,46,Clayey,Cotton,87,86,93,Compost
35,74,61,Clayey,Rice,55,2,64,MOP
21,31,63,Loamy,Maize,38,55,43,Urea
32,47,31,Sandy,Sugarcane,66,29,44,MOP
23,40,21,Black,Rice,31,56,8,NPK
32,66,71,Sandy,Wheat,19,99,62,Urea
37,73,69,Red,Cotton,54,26,11,NPK
22,31,78,Loamy,Wheat,19,40,65,Urea
33,32,47,Clayey,Sugarcane,61,53,32,DAP
22,32,69,Clayey,Rice,5,28,9,NPK
39,42,30,Black,Rice,32,72,64,Urea
40,43,30,Clayey,Sugarcane,29,14,88,NPK
20,43,42,Loamy,Rice,72,84,4,DAP
22,80,45,Black,Rice,15,21,42,NPK
23,89,29,Black,Maize,33,15,10,NPK
23,69,78,Red,Rice,6,44,77,Urea
33,33,48,Sandy,Wheat,62,71,56,Compost
23,54,20,Black,Rice,82,93,12,DAP
35,77,48,Clayey,Rice,60,93,77,Compost
39,58,50,Sandy,Wheat,25,88,29,NPK
27,78,68,Sandy,Rice,4,61,22,NPK
37,34,71,Sandy,Rice,84,62,7,DAP
29,66,74,Sandy,Wheat,96,4,70,MOP
33,45,78,Sandy,Rice,83,5,61,MOP
39,64,34,Red,Wheat,81,29,79,MOP
38,71,22,Loamy,Maize,25,16,32,NPK
30,56,80,Clayey,Wheat,81,2,55,MOP
22,82,33,Clayey,Wheat,86,38,27,NPK
24,90,60,Sandy,Wheat,66,29,5,NPK
25,53,24,Clayey,Maize,41,44,28,DAP
23,69,22,Black,Wheat,96,3,29,NPK
32,46,52,Loamy,Rice,39,23,12,NPK
38,32,53,Sandy,Rice,26,38,91,NPK
34,79,77,Sandy,Rice,62,81,6,DAP
31,60,68,Red,Maize,57,90,35,DAP
39,37,60,Sandy,Cotton,15,21,3,NPK
20,57,53,Sandy,Wheat,91,98,1,DAP
36,87,28,Black,Maize,18,56,63,Urea
36,83,38,Sandy,Rice,44,52,21,DAP
36,84,69,Clayey,Cotton,98,74,12,DAP
33,46,45,Sandy,Cotton,38,81,46,Urea
21,62,23,Clayey,Wheat,93,17,79,MOP
20,59,57,Black,Maize,8,3,45,NPK
28,77,76,Sandy,Wheat,60,59,26,DAP
34,58,22,Red,Wheat,60,33,46,MOP
29,72,51,Black,Maize,4,54,11,NPK
30,54,78,Loamy,Sugarcane,21,64,59,Urea
36,52,25,Clayey,Wheat,74,11,33,NPK
20,48,43,Loamy,Wheat,59,23,95,MOP
27,87,54,Sandy,Wheat,10,36,11,NPK
39,60,40,Loamy,Wheat,0,31,55,NPK
27,84,22,Clayey,Rice,49,57,90,Compost
26,63,36,Red,Wheat,60,68,42,Compost
40,38,47,Black,Rice,63,66,4,DAP
26,52,79,Sandy,Sugarcane,98,27,15,NPK
37,35,42,Loamy,Cotton,27,99,31,NPK
30,64,46,Loamy,Rice,3,53,26,NPK
31,36,77,Loamy,Maize,17,60,23,NPK
22,46,80,Clayey,Sugarcane,70,83,61,Compost
24,47,44,Loamy,Rice,13,94,4,NPK
32,62,57,Clayey,Cotton,4,20,53,NPK
40,85,67,Sandy,Cotton,38,46,41,Urea
27,76,21,Loamy,Sugarcane,11,67,19,NPK
27,73,80,Red,Sugarcane,44,35,27,NPK
23,62,55,Sandy,Rice,84,97,19,DAP
21,47,59,Loamy,Sugarcane,22,23,74,NPK
36,61,43,Sandy,Wheat,78,34,15,NPK
28,57,34,Loamy,Sugarcane,70,77,74,Compost
23,83,42,Sandy,Wheat,46,96,79,Compost
21,35,41,Red,Wheat,62,5,98,MOP
26,46,72,Sandy,Sugarcane,94,20,72,MOP
23,80,75,Black,Cotton,100,46,45,Compost
39,69,40,Black,Cotton,49,45,3,DAP
33,35,57,Loamy,Wheat,0,1,39,NPK
40,34,64,Loamy,Wheat,93,97,3,DAP
35,73,80,Black,Wheat,41,38,30,NPK
36,35,50,Sandy,Rice,75,27,21,NPK
35,89,48,Sandy,Rice,76,80,22,DAP
23,47,44,Sandy,Rice,94,88,16,DAP
40,61,28,Clayey,Maize,68,64,5,DAP
31,57,31,Loamy,Maize,93,8,44,MOP
37,34,56,Loamy,Cotton,14,73,70,Urea
36,56,22,Sandy,Wheat,49,54,80,Compost
25,64,39,Sandy,Sugarcane,53,83,48,Compost
20,58,74,Clayey,Sugarcane,73,67,66,Compost
36,77,54,Sandy,Maize,58,69,68,Compost
33,73,55,Black,Rice,71,79,87,Compost
39,86,41,Sandy,Cotton,55,25,45,MOP
32,78,41,Black,Maize,3,71,47,Urea
21,81,67,Red,Sugarcane,83,68,100,Compost
23,42,71,Loamy,Cotton,91,66,26,DAP
36,31,31,Sandy,Sugarcane,2,55,12,NPK
30,63,62,Loamy,Maize,28,54,70,Urea
27,87,53,Clayey,Maize,27,75,25,NPK
33,51,30,Loamy,Maize,84,95,86,Compost
40,53,36,Black,Sugarcane,95,86,2,DAP
20,69,65,Loamy,Maize,4,56,34,NPK
38,82,53,Black,Rice,31,44,100,Urea
37,57,64,Red,Sugarcane,96,60,100,Compost
32,33,76,Clayey,Maize,74,35,5,NPK
29,72,59,Black,Cotton,82,100,41,Compost
25,72,62,Black,Cotton,68,65,14,DAP
20,73,67,Loamy,Maize,56,85,44,Compost
32,40,62,Loamy,Cotton,53,4,17,NPK
30,33,51,Clayey,Cotton,76,65,62,Compost
37,86,20,Loamy,Maize,45,87,83,Compost
37,34,51,Red,Wheat,75,92,21,DAP
40,36,50,Sandy,Rice,64,91,40,Compost
36,84,74,Sandy,Sugarcane,96,40,87,Compost
29,44,24,Black,Wheat,82,54,7,DAP
20,53,42,Loamy,Wheat,74,64,81,Compost
36,55,62,Black,Wheat,54,10,54,MOP
29,30,24,Black,Wheat,51,41,46,Compost
23,45,79,Red,Wheat,77,17,58,MOP
38,54,57,Black,Wheat,17,53,41,Urea
33,70,29,Sandy,Maize,34,7,37,NPK
24,60,29,Black,Cotton,39,66,71,Urea
37,85,65,Black,Sugarcane,97,26,17,NPK
30,69,36,Loamy,Wheat,7,57,75,Urea
21,34,47,Loamy,Rice,33,34,0,NPK
35,30,70,Red,Cotton,81,69,53,Compost
33,69,20,Black,Wheat,11,86,41,Urea
20,79,69,Black,Wheat,32,20,91,NPK
32,82,61,Loamy,Cotton,7,89,32,NPK
24,61,71,Clayey,Rice,10,48,19,NPK
38,43,78,Sandy,Cotton,100,28,85,MOP
37,90,42,Loamy,Sugarcane,39,22,39,NPK
20,90,33,Clayey,Sugarcane,2,5,86,NPK
21,87,67,Red,Cotton,85,34,81,MOP
30,59,45,Clayey,Cotton,75,50,45,Compost
40,53,32,Sandy,Rice,47,60,22,DAP
29,83,68,Clayey,Rice,85,9,37,NPK
36,32,68,Red,Sugarcane,72,70,20,DAP
32,78,63,Clayey,Rice,69,11,36,NPK
38,85,35,Red,Cotton,4,48,96,Urea
21,65,25,Clayey,Maize,3,91,55,Urea
30,75,33,Red,Wheat,31,36,26,NPK
39,32,61,Clayey,Sugarcane,88,24,76,MOP
26,74,69,Clayey,Cotton,41,18,7,NPK
29,74,64,Clayey,Sugarcane,6,49,50,Urea
24,41,32,Clayey,Sugarcane,32,65,95,Urea
35,85,60,Red,Rice,0,54,95,Urea
25,88,74,Clayey,Maize,40,42,54,Compost
32,42,38,Red,Cotton,93,82,8,DAP
34,79,34,Black,Wheat,61,79,68,Compost
35,57,73,Loamy,Wheat,42,62,100,Compost
38,90,29,Black,Maize,79,73,38,DAP
20,72,37,Loamy,Rice,45,6,44,MOP
20,38,43,Sandy,Maize,18,53,60,Urea
35,83,65,Sandy,Rice,31,39,82,NPK
28,73,75,Loamy,Rice,77,2,31,NPK
22,63,76,Clayey,Cotton,100,12,31,NPK
40,54,64,Sandy,Sugarcane,31,12,13,NPK
28,70,27,Red,Wheat,98,80,63,Compost
26,61,59,Loamy,Maize,42,19,46,MOP
30,30,79,Red,Rice,15,90,63,Urea
24,68,60,Sandy,Sugarcane,81,58,29,DAP
40,70,31,Black,Rice,79,23,15,NPK
30,78,24,Loamy,Sugarcane,65,38,52,MOP
37,63,69,Sandy,Cotton,93,85,12,DAP
38,88,23,Black,Rice,45,40,48,Compost
26,31,48,Loamy,Maize,61,49,93,Compost
29,59,76,Loamy,Rice,88,32,95,MOP
21,47,54,Loamy,Rice,17,54,39,NPK
21,76,76,Clayey,Rice,91,44,9,DAP
26,56,26,Sandy,Maize,57,64,38,DAP
40,41,34,Loamy,Rice,24,66,26,NPK
40,85,53,Red,Rice,77,61,24,DAP
35,58,51,Red,Wheat,57,75,25,DAP
25,40,62,Loamy,Cotton,28,42,93,Urea
40,43,76,Clayey,Sugarcane,35,42,27,NPK
31,43,22,Sandy,Rice,100,57,41,Compost
34,43,44,Loamy,Rice,32,3,56,NPK
38,78,78,Sandy,Cotton,46,66,29,DAP
27,48,46,Clayey,Wheat,80,21,55,MOP
21,58,48,Sandy,Sugarcane,52,99,60,Compost
23,31,30,Sandy,Rice,42,14,84,MOP
26,41,35,Black,Wheat,44,15,19,NPK
30,77,44,Black,Sugarcane,8,71,39,NPK
31,67,25,Loamy,Wheat,33,13,57,NPK
23,74,56,Black,Maize,93,92,88,Compost
27,83,76,Clayey,Maize,88,6,14,NPK
30,75,77,Black,Wheat,78,39,89,MOP
38,35,63,Clayey,Wheat,79,39,76,MOP
27,39,45,Black,Cotton,62,56,52,Compost
27,89,55,Black,Wheat,57,15,34,NPK
27,36,33,Red,Wheat,57,72,59,Compost
29,41,72,Black,Maize,44,29,0,NPK
22,85,27,Sandy,Cotton,45,69,22,DAP
21,43,35,Black,Rice,96,75,40,Compost
34,90,20,Sandy,Rice,51,84,19,DAP
36,76,70,Loamy,Wheat,11,17,36,NPK
22,60,63,Clayey,Cotton,91,35,69,MOP
23,44,53,Clayey,Wheat,96,28,53,MOP
37,67,52,Black,Maize,22,18,81,NPK
36,58,30,Sandy,Cotton,35,88,0,NPK
40,72,76,Sandy,Wheat,70,14,95,MOP
32,76,34,Loamy,Rice,92,18,93,MOP
22,83,35,Sandy,Sugarcane,99,3,56,MOP
36,32,28,Loamy,Rice,76,48,65,Compost
25,75,36,Loamy,Wheat,26,96,38,NPK
32,45,47,Clayey,Maize,63,74,74,Compost
23,46,57,Black,Cotton,0,34,0,NPK
28,61,77,Clayey,Maize,48,42,5,DAP
37,82,36,Red,Sugarcane,31,76,69,Urea
28,85,27,Black,Wheat,9,71,57,Urea
26,32,77,Clayey,Sugarcane,23,46,48,Urea
25,54,67,Loamy,Cotton,45,28,94,MOP
28,72,55,Sandy,Rice,87,83,48,Compost
22,53,26,Sandy,Cotton,95,51,80,Compost
31,39,64,Loamy,Cotton,19,97,40,Urea
37,57,44,Sandy,Rice,100,21,78,MOP
30,34,27,Clayey,Maize,81,84,51,Compost
29,58,72,Red,Rice,47,46,87,Compost
38,37,46,Black,Cotton,48,5,96,MOP
36,56,21,Sandy,Rice,80,96,73,Compost
30,58,67,Black,Sugarcane,56,77,42,Compost
33,32,32,Sandy,Cotton,7,2,66,NPK
33,42,40,Clayey,Cotton,43,97,36,DAP
38,45,23,Clayey,Sugarcane,22,91,26,NPK
27,45,28,Black,Rice,86,76,67,Compost
21,48,53,Loamy,Wheat,52,64,69,Compost
35,37,64,Red,Maize,21,32,11,NPK
37,63,33,Clayey,Rice,44,72,64,Compost
23,63,22,Black,Rice,76,46,19,DAP
40,68,24,Sandy,Cotton,92,47,41,Compost
39,81,50,Red,Cotton,65,3,17,NPK
36,70,44,Black,Cotton,19,74,39,NPK
33,37,68,Clayey,Wheat,81,40,58,Compost
40,70,60,Sandy,Maize,85,9,9,NPK
26,79,29,Clayey,Sugarcane,78,92,35,DAP
35,90,46,Clayey,Cotton,15,14,57,NPK
38,90,25,Black,Rice,48,1,42,MOP
21,65,46,Sandy,Maize,61,39,22,NPK
22,74,68,Clayey,Sugarcane,40,18,43,MOP
30,44,52,Loamy,Maize,40,28,62,MOP
32,31,64,Sandy,Sugarcane,0,29,72,NPK
31,42,43,Sandy,Maize,34,11,96,NPK
29,52,76,Clayey,Rice,20,82,73,Urea
22,33,36,Clayey,Wheat,88,22,57,MOP
32,40,73,Sandy,Sugarcane,37,85,99,Urea
27,78,67,Loamy,Wheat,50,69,98,Compost
34,58,52,Black,Maize,15,69,32,NPK
23,44,58,Loamy,Maize,55,76,11,DAP
26,56,59,Black,Maize,18,54,9,NPK
26,80,47,Loamy,Sugarcane,4,8,25,NPK
31,61,75,Red,Rice,49,74,36,DAP
21,51,52,Sandy,Rice,8,64,20,NPK
33,39,65,Red,Sugarcane,5,13,8,NPK
22,31,63,Loamy,Rice,50,27,90,MOP
25,65,78,Clayey,Wheat,29,85,6,NPK
31,87,63,Loamy,Maize,6,15,32,NPK
31,58,67,Clayey,Rice,1,54,66,Urea
39,90,48,Red,Sugarcane,90,65,16,DAP
34,87,69,Clayey,Wheat,56,79,64,Compost
26,38,21,Clayey,Cotton,10,25,36,NPK
24,37,35,Black,Sugarcane,58,10,23,NPK
33,75,40,Sandy,Cotton,68,5,11,NPK
21,61,78,Red,Rice,62,84,48,Compost
26,72,58,Sandy,Wheat,16,44,77,Urea
22,48,69,Sandy,Sugarcane,31,7,40,NPK
23,38,24,Clayey,Cotton,9,93,64,Urea
32,39,47,Black,Rice,13,62,47,Urea
39,62,58,Sandy,Wheat,41,0,92,MOP
22,70,33,Sandy,Cotton,42,45,94,Compost
23,57,39,Clayey,Maize,44,57,72,Compost
30,75,64,Loamy,Wheat,39,82,77,Urea
35,75,48,Red,Sugarcane,84,44,4,DAP
27,56,69,Black,Cotton,53,36,52,MOP
40,88,51,Red,Sugarcane,22,95,81,Urea
27,44,42,Black,Cotton,42,35,89,MOP
33,90,25,Black,Wheat,31,32,73,NPK
25,65,22,Red,Wheat,18,44,58,Urea
28,35,45,Sandy,Wheat,69,7,80,MOP
35,43,50,Black,Wheat,16,36,19,NPK
37,77,41,Red,Maize,86,82,57,Compost
26,64,70,Clayey,Cotton,45,30,43,MOP
33,47,70,Clayey,Cotton,22,87,92,Urea
25,83,60,Black,Rice,49,82,20,DAP
39,85,22,Red,Cotton,75,40,4,DAP
24,36,46,Clayey,Wheat,38,80,36,NPK
35,75,21,Black,Rice,99,80,6,DAP
33,87,78,Clayey,Cotton,62,30,68,MOP
27,67,68,Red,Wheat,57,93,54,Compost
28,83,48,Loamy,Rice,64,16,48,MOP
39,65,58,Black,Cotton,1,7,35,NPK
39,31,77,Clayey,Maize,82,67,58,Compost
32,58,71,Sandy,Cotton,33,54,22,NPK
21,74,38,Loamy,Sugarcane,0,42,80,Urea
22,71,48,Clayey,Cotton,36,86,65,Urea
35,43,32,Clayey,Wheat,96,45,14,DAP
22,83,77,Loamy,Maize,55,20,87,MOP
27,43,65,Black,Cotton,26,61,92,Urea
28,46,39,Red,Cotton,62,41,60,Compost
35,30,60,Black,Cotton,74,60,24,DAP
25,81,58,Black,Sugarcane,30,46,20,NPK
28,85,37,Loamy,Maize,73,89,60,Compost
35,58,33,Red,Sugarcane,69,55,22,DAP
25,86,67,Loamy,Rice,62,39,59,MOP
36,42,54,Red,Cotton,38,49,22,NPK
39,55,79,Loamy,Sugarcane,81,31,72,MOP
37,49,44,Black,Maize,39,89,26,NPK
40,70,30,Clayey,Rice,0,93,57,Urea
29,32,51,Loamy,Sugarcane,90,76,47,Compost
39,53,61,Loamy,Cotton,83,11,5,NPK
25,36,35,Red,Cotton,60,77,6,DAP
23,67,38,Sandy,Rice,0,3,95,NPK
24,41,36,Clayey,Cotton,75,50,47,Compost
20,65,21,Sandy,Cotton,47,24,72,MOP
40,31,61,Clayey,Maize,47,80,66,Compost
25,44,24,Sandy,Cotton,31,49,90,Urea
38,84,24,Sandy,Sugarcane,24,94,12,NPK
35,70,36,Black,Maize,90,21,62,MOP
22,58,41,Red,Sugarcane,28,92,17,NPK
36,82,65,Clayey,Maize,13,3,79,NPK
34,45,73,Clayey,Sugarcane,26,100,81,Urea
